,id,objectName,inGameName,path,modelType,linked_p3d_current,expected_linked_p3d_class_candidates,expected_linked_p3d_id_candidates,linked_variant_count,searchTags
,dzobj_88ikrunetr,StaticObj_asf2sakhal_10_50,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_l1jp3lrj2i,StaticObj_asf2sakhal_10_75,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_44uc6zugyo,StaticObj_asf2sakhal_12,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_opq4s1zj1v,StaticObj_asf2sakhal_1_1000,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_ma4ggav9ps,StaticObj_asf2sakhal_30_25,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_o1nz39pzfi,StaticObj_asf2sakhal_6,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_sdcn0fikru,StaticObj_asf2sakhal_6konec1,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_51rgga476s,StaticObj_asf2sakhal_6konec2,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_ivtset3met,StaticObj_asf2sakhal_7_100,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_tel0er4ljs,StaticObj_asf3sakhal_0_2000,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_6oihqxvy79,StaticObj_asf3sakhal_10_100,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_wtw95kigbr,StaticObj_asf3sakhal_10_25,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_qgn66aywrz,StaticObj_asf3sakhal_10_50,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_alkivawhk3,StaticObj_asf3sakhal_10_75,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_pt5depp8vr,StaticObj_asf3sakhal_12,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_z0kxfgdrw3,StaticObj_asf3sakhal_1_1000,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_a4mcv8v43e,StaticObj_asf3sakhal_30_25,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_tb6tupy5ay,StaticObj_asf3sakhal_6,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_ow5f549kcp,StaticObj_asf3sakhal_60_10,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_0dlxlezfls,StaticObj_asf3sakhal_6konec1,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_i32fbxfqsm,StaticObj_asf3sakhal_7_100,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_8zx7pa15ky,StaticObj_gravsakhal_0_2000,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_7o7rgfd7ap,StaticObj_gravsakhal_10_100,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_hl19qhtv1g,StaticObj_gravsakhal_10_25,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_1xprlyjxb7,StaticObj_gravsakhal_10_50,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_ac36ndt0tj,StaticObj_gravsakhal_10_75,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_o93q5lpzsa,StaticObj_gravsakhal_12,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_ppgpup8m35,StaticObj_gravsakhal_1_1000,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_hdtrx5nfaq,StaticObj_gravsakhal_30_25,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_qoi6c4eu9z,StaticObj_gravsakhal_6,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_38zagct6yx,StaticObj_gravsakhal_6konec1,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_utvs3szv29,StaticObj_gravsakhal_7_100,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_b6na9pl214,StaticObj_mudsakhal_0_2000,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_qdhpm13yrk,StaticObj_mudsakhal_10_100,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_1y3aluepww,StaticObj_mudsakhal_10_25,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_29m0znwmi5,StaticObj_mudsakhal_10_50,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_4k4a4sg3yr,StaticObj_mudsakhal_10_75,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_5mvobwfxsb,StaticObj_mudsakhal_12,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_r6q2t3s8oz,StaticObj_mudsakhal_1_1000,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_aau0hn02y5,StaticObj_mudsakhal_30_25,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_tmmwwt77pw,StaticObj_mudsakhal_6,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_f3bln2huye,StaticObj_mudsakhal_60_10,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
,dzobj_ykujvlgqcc,StaticObj_mudsakhal_6konec1,-,dz/structures_sakhal/roads/parts,Config,,asf1sakhal_dashedline_60 10.p3d|asf1sakhal_fullline_0 2000.p3d|asf1sakhal_dashedline_0 2000.p3d|asf1sakhal_fullline_60 10.p3d|gravsakhal_60 10.p3d|quarrysakhal_0 2000.p3d|quarrysakhal_60 10.p3d|asf2sakhal_60 10.p3d,dzobj_3lyw73hkjy|dzobj_4azd52ue84|dzobj_ayxm45ihf2|dzobj_e7a124ze15|dzobj_l0ps1wtl6o|dzobj_loruwasmou|dzobj_m42yya2vri|dzobj_mblzvxgmwz,0,
